OriginalTweet,clean_text,Sentiment,length
#ThankfulThursday In addition to all the #healthworkers getting us through #Covid_19 - I want to make a special shout out to the #retailheros working through chaos and keeping the peace as Canadians flock to the grocery store and pharmacy. I am so grateful for you today! https://t.co/NmQbIsAZx4,addition getting u want make special shout working chaos keeping peace canadian flock grocery store pharmacy grateful today,2,123
"It's okay. We'll all be fine in #Torbay. I never actually realised we had so many infectious disease experts in town - they are all offering their knowledge &amp; expertise on various local 'Spotted' FB pages too.... ?
#Covid_19",okay fine never actually realised many infectious disease expert town offering knowledge amp expertise various local spotted fb page,2,132
"THIS #Coronovirus IS SHOWING THE ""TRUE COLORS"" OF GREEDY &amp; SELFISH PEOPLE IN THE GROCERY STORES. ONE GUY GOT THROWN OUT OF THE STORE BECAUSE HE WOULDN'T GIVE A COUPLE OF THE 20 PACKS OF WIPES HE HOARDED TO A WOMAN OF 2 KIDS. #Panicbuying #Covid_19 #CoronaOutbreak  WHAT AN A-HOLE!",showing true color greedy amp selfish people grocery store one guy got thrown store give couple pack wipe hoarded woman kid hole,0,128
"Global crisis underway as per media. Stock markets plummeting, oil prices crashing &amp; the CoronaVirus pandemic. The World needs the #Avengers. #CrudeOil #Covid_19 #StockMarketCrash2020",global crisis underway per medium stock market plummeting oil price crashing amp coronavirus pandemic world need,0,112
"I'm gonna call that a wrap for now, but if anyone needs advice on how to stock up for the #Covid_19 apocalypse that is coming on through then DM me, I am more than happy to help write grocery lists or help take stock of what you may need. 

and just make some good fuckin' food. https://t.co/EzrwMNP66I",gonna call wrap anyone need advice stock apocalypse coming dm happy help write grocery list help take stock may need make good fuckin food,2,138
Was out buying some beers in the supermarket in the middle of the hoarding chaos. A man approached me: ÂthatÂs more like my idea of quarantaineÂ. #Covid_19 #Netherlands,buying beer supermarket middle hoarding chaos man approached like idea quarantaine,0,82
"Husband just got back from the grocery store and said he overheard two soccer moms bitching about expired gummy vitamins. On the upside, this is who weÂll be facing in The Purge. #coronapocalypse #Covid_19 #panicbuying",husband got back grocery store said overheard two soccer mom bitching expired gummy vitamin upside facing purge,0,111
"If it applies, be forever grateful for the abundance &amp; variety of food available to you. Amazing watching shelves restocked at grocery store. This virus ainÂt shit compared to a food shortage. We live in good times. #Covid_19 #CoronaOutbreak #CoronaOutbreak #QuarantineAndChill",applies forever grateful abundance amp variety food available amazing watching shelf restocked grocery store virus shit compared food shortage live good time,2,157
Missing market open for some grocery shopping. Line wraps to the back of store. Manager on loudspeaker trying to calm customers. Toilet paper is but a dream. #stocks #StockMarket #DayTrading #BBTFamily #Covid_19 #CoronaOutbreak,missing market open grocery shopping line wrap back store manager loudspeaker trying calm customer toilet paper dream,2,117
"Anxiety levels are high over #Covid_19 The last thing you want to do get scammed into purchasing Âthe cureÂ on line. Right now THERE IS NO CURE (ahem, Alex Jones). Check out what retailers are doing to protect the consumer ??. Thanks for having me on @DrOz! #shopping #retail https://t.co/P9Zi62cNe8",anxiety level high last thing want get scammed purchasing cure line right cure ahem alex jones check retailer protect consumer thanks droz,2,138
Based on the grocery store shelves yesterday Cheez-Its are a folk remedy for COVID-19.,based grocery store shelf yesterday cheez folk remedy covid,1,59
Virus attacks! You need to stock on some food supplies! Meanwhile in America... #coronapocalypse #COVID19 #coronavirus https://t.co/7xIqCFb8em,virus attack need stock food supply meanwhile america,0,53
"A guy just passed me with 14 cases of beer at the grocery store. Only other thing in his overflowing cart, peanuts... ? #CoronavirusPandemic #priorities #Covid_19 #coronavirus",guy passed case beer grocery store thing overflowing cart peanut,1,64
"At a nearby grocery store, almost all the frozen fruit is completely gone, except for a shit ton of frozen mangoes. #MangoesAreGood #COVID19 #coronapocalypse #Covid_19",nearby grocery store almost frozen fruit completely gone except shit ton frozen mango,0,85
"@RexallDrugstore soooo how come an 8-pack of doubleroll toilet paper at your 160 Elgin Street store in Ottawa is the wildly outrageous sum of $22!?!???! 
What is this?! 
You see these prices for packs of 24. Not 8. Do better. 
#ottnews #Covid_19",rexalldrugstore soooo come pack doubleroll toilet paper elgin street store ottawa wildly outrageous sum see price pack not better,0,129
"Is the world collapsing?
a. #StockMarket down
b. Human contacts decreasing
c. #Schools closed
d. #TravelBan
e. Food prices increasing
f. Fighting at several destinations
g. Opportunistics joy
h. Gatherings cancelled

 #CoronavirusPandemic #CoronaOutbreak #Covid_19 #WuhanVirus",world collapsing b human contact decreasing c closed e food price increasing f fighting several destination g opportunistics joy h gathering cancelled,0,150
"Pls be mindful &amp; kind to each other.Remember that people in the food supply,public transport,healthcare &amp; other services can't work from home. They cope with an increased workload and other people's panic.Pls respect them, they keep our country going in times of crisis! #Covid_19 https://t.co/zXcC8Eu4ss",pls mindful amp kind remember people food supply public transport healthcare amp service work home cope increased workload people panic pls respect keep country going time crisis,2,178
"In light of President McRobbieÂs COVID-19 message on March 10, IU Surplus will be closing the retail store from Monday, March 16 through Sunday, April 5. 

We will continue to provide services to IU departments during this time. https://t.co/fpLke8LXsm",light president mcrobbie covid message march iu surplus closing retail store monday march sunday april continue provide service iu department time,1,146
"#COVID_19uk has got us all worried, if your out shopping buy a few xtra items for  your local #foodbanks most shops have one like my local #Tesco @tescoantrimcomm or check online. LetÂs try and help everyone stay safe in our communities against #Covid_19 ?",uk got u worried shopping buy xtra item local shop one like local tescoantrimcomm check online let try help everyone stay safe community,2,136
Let's see how long #Covid_19 survives Dublin rental prices,let see long survives dublin rental price,1,41
"Just saw a man buying $350 of canned tomatoes, tuna and pasta berate a supermarket worker because the supermarket had empty shelves. This is madness #panicbuying #Covid_19 #apocalypse2020",saw man buying canned tomato tuna pasta berate supermarket worker supermarket empty shelf madness,0,97
"Wish People Had the Same Level of Panic and Concern About GMOs, the Industrial Food System, &amp; Manufactured Environmental Toxins #IJS ????? #COVID2019",wish people level panic concern gmos industrial food system amp manufactured environmental toxin,0,96
Winco on Front street in Boise water gone frozen food flying off the self shopping carts FULL every lane has a line medicine for cold and flu is out of stock,winco front street boise water gone frozen food flying self shopping cart full every lane line medicine cold flu stock,0,118
if you're accosted in the grocery store parking lot by thieves remember to keep that 6 foot offset to also protect against the virus : use a shopping cart to keep them away as food is loaded into your vehicle #COVID2019 #CoronaOutbreak https://t.co/4cnvereLPT,accosted grocery store parking lot thief remember keep foot offset also protect virus use shopping cart keep away food loaded vehicle,0,133
"My supermarket looks more like a supermarket in a country the US is currently sanctioning.

#supermarkets #marketcrash #marketcrash2020 #covid_19 #toiletpaper #ToiletPaperApocalypse #toiletpapercrisis",supermarket look like supermarket country u currently sanctioning,2,65
"Coranavirus Consumer Confidence Tracker - week 1. A 1000-consumer survey on confidence, behaviour, attitude with @retailx - re-run regularly and updated daily. First look here: https://t.co/YpOQvfeNyj #retail #covid19 #consumer #research https://t.co/1we4VLgwoS",coranavirus consumer confidence tracker week consumer survey confidence behaviour attitude retailx run regularly updated daily first look,2,137
"Food banks in Preston are running out of tinned products, long-life milk and toilet rolls. #Covid_19
#Lancashire #foodbanks
https://t.co/dzi7BndWZr",food bank preston running tinned product long life milk toilet roll,1,67
"After 6-7 days inside the house, I went to the market today here in #Rome;
Everyone had to keep at least 1 meter #distance and not many people were allowed to enter in the same time. #welldone

p.s. hopefully the #prices don't increase
#Covid_19 #coronavirus #coranavirusitalia https://t.co/LS66KgkSlS",day inside house went market today everyone keep least meter not many people allowed enter time p hopefully increase,2,116
"This is a good list if you're stocking up on food for a possible #coronavirus quarantine..
https://t.co/eOl8gl1mmS",good list stocking food possible quarantine,2,43
"Gas prices the lowest they've been in YEARS.

Plot twist: everything you wanted to do has been canceled and/or you're not allowed to go. 

#Covid_19 #WashYourHandsTilTheyreClean #CauseTheyreDirty",gas price lowest year plot twist everything wanted canceled not allowed go,0,74
"Just left a local supermarket &amp; itÂs just amazing how people are acting to #Covid_19. IÂm all for the protection of the public, but I do believe there might be a political angle to this. I respect your right to be scared but use #CommonSense #WashYourHands #dontgooutsick",left local supermarket amp amazing people acting protection public believe might political angle respect right scared use,2,121
"BREAKING: #PEI gas prices drop 7 cents a litre overnight. At self-serve outlets, regular unleaded gasoline will now range from 94.8 to 95.9 cpl #CNDpoli #PEIpoli #Covid_19 @CBCPEI",breaking gas price drop cent litre overnight self serve outlet regular unleaded gasoline range cpl cbcpei,0,105
"#WallStreet #Covid_19 The real reason the stock markets took a huge dive is they are selling off all there stocks because the oil price has dropped so low they are buying it in bulk, the markets may have dropped but oil prices went through the roof, its a big con job https://t.co/8k7X1Cokhc",real reason stock market took huge dive selling stock oil price dropped low buying bulk market may dropped oil price went roof big con job,0,138
Isn't it crazy how people stock up on toilet paper and not food? #coronavirus #CoronaOutbreak,crazy people stock toilet paper not food,0,40
"Then I went to Food Lion and talked to the manager. He told they would be out stock for paper and cleaning stuff for a while. Because the supplier didn't have any stock of those items.

?

#CoronavirusPandemic #Covid_19 #CoronaVirusUpdate #COVD19 #coronavirus #CoronaOutbreak",went food lion talked manager told would stock paper cleaning stuff supplier stock item,1,87
"Imagine fighting over toilet paper like a psychopath then going home and having little to no food stock. Panick buying will do nothing but create hysteria and artificial market inflation. Stock up on necessary things like canned foods, water, etc. #coronavirus #covid19",imagine fighting toilet paper like psychopath going home little food stock panick buying nothing create hysteria artificial market inflation stock necessary thing like canned food water etc,2,189
To every uneducated adult out there that is stock buying because of corona should stop. CORONA ISNT GONNA TAKE YOUR FOOD SO CLAM DOWN #Covid_19 #coronapocalypse,every uneducated adult stock buying corona stop corona isnt gonna take food clam,0,80
"The world is coming to an end. Think about it... the Corona Virus issue is having people buy everything in markets, stores, and leaving shelves empty. And thatÂs not good... What happens to the people who are late to stock up and food runs out ? #CoronavirusPandemic #coronavirus",world coming end think corona virus issue people buy everything market store leaving shelf empty not good happens people late stock food run,0,140
Went to the grocery store after work. Insanity. Ive never seen anything like this before. #Covid_19 #COVID19              Is anyone else seeing this in their area? #FoxNews #SavageNation,went grocery store work insanity ive never seen anything like anyone else seeing area,0,85
"Scenes from the grocery store at 5 am. 

#COVID19 #Covid_19 #CoronaOutbreak #ToiletPaperApocalypse https://t.co/3mkE9MsLQR",scene grocery store,1,19
"Face masks on stock online in Europe regular prices, 0,3 Euro/piece limited purchase retweet to help
 https://t.co/hZl5fFBjdt
#Coronavirus #2019Cov #N95Masks #N95 #facemask  #COVID19 #coronavirusUSA #CoronaVirusItalia #CoronavirusOutbreak #Health #VirusCorona #Corona #news #trump https://t.co/akG2bSCFVi",face mask stock online europe regular price euro piece limited purchase retweet help cov mask,2,93
"#Covid_19 19 protection? face masks online in?? regular prices #RetweeetPlease to #help
https://t.co/hZl5fFBjdt
#Coronavirus #2019Cov #N95Masks #N95 #facemask  #COVID19 #coronavirusUSA #CoronaVirusItalia #CoronavirusOutbreak #health #NewsPicks #VirusCorona #Trump #Wuhan #Healthy https://t.co/QOUKwPyF3Z",protection face mask online regular price cov mask,1,50
"Two different emails, @gamestop is providing cleaning supplies (something a retail store should already do) and advises staff to stay home if ill with no mention of paid sick leave, and @qdoba  is commiting to paid sick leave for all staff diagnosed with #Covid_19 https://t.co/lUINNxkaRi",two different email gamestop providing cleaning supply something retail store already advises staff stay home ill mention paid sick leave qdoba commiting paid sick leave staff diagnosed,0,185
Wegmans isn't the only supermarket changing its hours in response to #Covid_19  https://t.co/G2jfnadMQt,wegmans supermarket changing hour response,1,42
"Are empty grocery store shelves an issue everywhere across the country, or just in states where there has been a confirmed case of Coronavirus? #coronavirus #coronapocalypse",empty grocery store shelf issue everywhere across country state confirmed case coronavirus,0,90
Just been to the supermarket. Why do all women buy loads of toilet paper and the men more pizzas and beer? #Covid_19,supermarket woman buy load toilet paper men pizza beer,1,54
"In light of the pandemic, i have moved to online shopping.
Can we have free shipping for online orders? Please.
#coronavirus
#onlineshopping",light pandemic moved online shopping free shipping online order please,2,70
"Or buy gift certificates for others who may be in self-quarantine. A little online shopping will pass the time and keep local businesses alive. Plus, more books! #coronavirus #books",buy gift certificate others may self quarantine little online shopping pas time keep local business alive plus book,2,115
"If you're going to self-quarantine, I highly recommend supporting your favorite bookstore. My local indies -- @GibsonsConcord and @BookeryMHT -- are wonderful. Gibson's offers online shopping and The Bookery places your order and emails for pickup. #coronavirus #books",going self quarantine highly recommend supporting favorite bookstore local indie gibsonsconcord bookerymht wonderful gibson offer online shopping bookery place order email pickup,2,178
at the grocery store: this customer bought a cart full of grocery and went through self check out. #coronapocalypse #Covid_19 people are going crazy. Chill the eff out.,grocery store customer bought cart full grocery went self check people going crazy chill eff,0,92
"Hey idiots... 

When demand is greater than supply, prices go up. 

Buy what you need, not enough to last 14 years. 

#Covid_19 #Shoppersdrugmart #panicbuying",hey idiot demand greater supply price go buy need not enough last year,2,70
"Which is your favorite Mad Max? The original, the remake, or a grocery store right now

#panicbuying #coronavirus",favorite mad max original remake grocery store right,2,52
"Call your reps today &amp; demand they pass the #FamiliesFirst #coronavirus bill. It contains: 
- Free testing
- 14 days paid sick leave
- 3 months paid family leave
- Expanded unemployment insurance &amp; food security
- Medicaid funds

Lives are on the line. (202) 224-3121",call rep today amp demand pas bill contains free testing day paid sick leave month paid family leave expanded unemployment insurance amp food security medicaid fund life line,0,174
"My partner: since I'm immuno compromised and could die from #Covid_19 let's get everything we need to hole up at home for 2 weeks.

Random man in the supermarket: *coughs all over us*

?",partner since immuno compromised could die let get everything need hole home week random man supermarket cough u,0,112
"Empty shelves at the grocery store right now: bread, cereal, and pasta. Fully stocked: peanut butter, canned meat, and canned goods. Natural Selection is officially underway and humans are clearly losing #Covid_19 #CoronaVirusUpdate https://t.co/lJgENDcKfG",empty shelf grocery store right bread cereal pasta fully stocked peanut butter canned meat canned good natural selection officially underway human clearly losing,2,161
If your big supermarket has sold out of what you need please try your local independent convenience store. Shop local first. They need your business. #shoplocal #enfieldtown #covid_19 #coronavirus @ James WhitakerÂ https://t.co/nhtITZMquy,big supermarket sold need please try local independent convenience store shop local first need business james whitaker,2,118
"My grocery store is patronized by panicked, calorie-conscious, rich folks. I know this because the name brand items are out of stock and the low-cal popcorn is gone. I settled for off-brand peanut butter and ""movie theater butter"" popcorn. #COVID_19 #ThankGodIHaveToiletPaper",grocery store patronized panicked calorie conscious rich folk know name brand item stock low cal popcorn gone settled brand peanut butter movie theater butter popcorn,0,166
"went to grocery store at lunch and the shelves are empty and the lines are long. 

FULL PANIC MODE HAS HIT TORONTO #Covid_19",went grocery store lunch shelf empty line long full panic mode hit toronto,0,74
"#coronavirus Call your senators immediately. @senategop They are going home for the weekend while we have a PANDEMIC in America . DEMAND they Pass Nancy Pelosi Pandemic Bill for tests , treatment , food . 202-224-3121. Screw Mitch McConnell https://t.co/H7xr4sVAsh",call senator immediately senategop going home weekend pandemic america demand pas nancy pelosi pandemic bill test treatment food screw mitch mcconnell,0,150
Somehow I knew this year would be shite. I started noticing when I planned booking trips away over the year realising flight prices arent as good this year and I wouldn't be away as much as last year... 2020 is not mean to be! #Covid_19,somehow knew year would shite started noticing planned booking trip away year realising flight price arent good year away much last year not mean,0,145
@onespeedjimmy So many morons thinking it's the best idea in this situation to go to the supermarket in masses and buy a lot. Let's all completely ignore that this is a perfect way for a virus to get worse! #coronavirus #Covid_19,onespeedjimmy many moron thinking best idea situation go supermarket mass buy lot let completely ignore perfect way virus get worse,2,131
"Despite the government assuring thereÂs no need to hoard supplies, this  supermarket had to endure long lines of shoppers. Supermarket staff says they always ran out of two things: alcohol and eggs. #covid #Covid_19 #COVID19 https://t.co/ORX6y2BOqb",despite government assuring need hoard supply supermarket endure long line shopper supermarket staff say always ran two thing alcohol egg,0,137
"6.45am standing in queue waiting for supermarket to open,  getting low on toilet paper. The queue has doubled as IÂm writting this! Crazy!  #Covid_19 #crazy https://t.co/zMaY75x2e7",standing queue waiting supermarket open getting low toilet paper queue doubled writting crazy,0,93
I have a feeling my local grocery store will resemble this scene by the time I stop there this evening.  #Covid_19 https://t.co/BO7BakwmV8,feeling local grocery store resemble scene time stop evening,0,60
"Americans Stock Up On Food as COVID-19 Concerns Rise #Covid_19
#coronavirus https://t.co/pDuvhFPhnu https://t.co/3qPqF6Mgsn",american stock food covid concern rise,1,38
"Apparently in addition to panic buying loo paper itÂs now necessary to hoard cat litter, dog food and rubber gloves. Why? Come on people this really isnÂt necessary. #Covid_19 ???? https://t.co/cwR4BsjbsX",apparently addition panic buying loo paper necessary hoard cat litter dog food rubber glove come people really necessary,0,120
"DTF-DonÂt Touch Face
DWBH-Do Wash Both Hands
GTFOH-Get The Flu Out of Here
ICYMI-Immediately Cover Your Mouth Idiot
NVM-No Vaccine at the Moment
OTP-Out of Toilet Paper
QT-Quarantine Time
SMH-Sanitize My Hands
STFU- Stock The Food Up
WTF- Wear The Facemask
#Covid_19",dtf touch face dwbh wash hand gtfoh get flu icymi immediately cover mouth idiot nvm vaccine moment otp toilet paper qt quarantine time smh sanitize hand stfu stock food wtf wear facemask,0,186
"""Judging by the supermarket shelves, last month's #BeKind has been replaced by #FuckEverybodyElse"" ?? #Coronavirus #CoronavirusPandemic #COVID_19uk #Covid_19 https://t.co/JydAV1HUYt",judging supermarket shelf last month replaced uk,1,48
"WeÂre good. No need to bull rush the grocery store, folks. 

Jesus replied, ÂI am the bread of life. Whoever comes to me will never be hungry again. Whoever believes in me will never be thirsty.Â
John 6:35 NLT

#Nashville #Covid_19 #coronavirus #nashvillestrong",good need bull rush grocery store folk jesus replied bread life whoever come never hungry whoever belief never thirsty john nlt,2,127
"@jeffwellz For hand sanitizers in bulk purchases (wholesale) and retail, contact 0558234767. Affordable prices to cushion you in these tough times.

LetÂs minimize the spread #Covid_19",jeffwellz hand sanitizers bulk purchase wholesale retail contact affordable price cushion tough time let minimize spread,2,120
"@Ryanair is at its usual #Covid_19 #ripoff best. Mail says ""Rebook free through March 31"" - good #PR no?  but there's a catch - Tries to rebook in summer - all flight prices offered are more expensive  - then you check live prices... way lower #scandalous",ryanair usual best mail say rebook free march good catch try rebook summer flight price offered expensive check live price way lower,2,132
These inflated prices are pretty sad. See what panicked buyers are doing with all the tiolet paper and disinfecting wipes they are hoarding #CoronavirusPandemic #coronavirus #Covid_19 #COVID https://t.co/xpVbd5654O,inflated price pretty sad see panicked buyer tiolet paper disinfecting wipe hoarding,0,84
"Dang these people are out of control, I'll tell ya that.even at my store it's madness now....I still.dunno wth toilet paper has to do with #Covid_19 , far as I know you don't get the runs from it...? Anyway stay safe y'all. I do take precautions working tho cuz retail yay!?",dang people control tell ya even store madness still dunno wth toilet paper far know get run anyway stay safe take precaution working tho cuz retail yay,1,152
"Yesterday in my small town: ""They cancelled the RODEO?! This is some liberal BULLSHIT!!"" This is today at our grocery store. Can someone hand me my eyeballs they rolled all the way out of my head. ??#coronavirus #RODEOHOUSTON2020 #Covid_19 https://t.co/wWI4ezpEUf",yesterday small town cancelled rodeo liberal bullshit today grocery store someone hand eyeball rolled way head,0,110
The toilet paper section of my local supermarket. #Covid_19 #ThePlague #BringOutYourDead #IAmNotDeadYet https://t.co/QdHfnxg0tK,toilet paper section local supermarket,1,38
"Coronavirus update stay away from large crowds.
Everyone goes to the grocery store to fight over toilet paper. 
#covid19Canada #Covid_19 #toiletpaperplauge",coronavirus update stay away large crowd everyone go grocery store fight toilet paper canada,0,92
Travelzoo offering holidays for Â£33? sad thing is when ÂnormalcyÂ resumes theyÂll hike the prices up to try and recoup on where they lost out ? #KnockOnEffectsCovid19 #Covid_19,travelzoo offering holiday sad thing normalcy resume hike price try recoup lost,0,79
"Yes, I blame Communist China &amp; their Wuhan #Covid_19 bioweapon AND the hysterical leftist US media for the fact that I couldn't buy water &amp; toilet paper.

It's like living under COMMUNISM

Panic! (created crisis)
Trust gov't to save you!
Oops, no food or H2O! -New normal.
?

?",yes blame communist china amp wuhan bioweapon hysterical leftist u medium fact buy water amp toilet paper like living communism panic created crisis trust gov save oops food h new normal,2,186
"How many Retail store CEOs can I get to compliment me? 

that seems to be this goal of this #TrumpPressConference 

I bet these stores would love a payroll tax cut, they'd save a ton of money which would have gone into workers' social security fund. 
#coronavirus",many retail store ceo get compliment seems goal bet store would love payroll tax cut save ton money would gone worker social security fund,2,138
"Elbow Bump is the new way to streamline your direct consumer to business exposure. 
#elbowbump #coronapocalypse #coronavirus #Covid_19",elbow bump new way streamline direct consumer business exposure,1,63
I'm totally giving all my love to a) 811 operators/nurses/doctors b) grocery store/retail workers c) people in leadership positions making decisions for our well being. You guys are doing an amazing job! Lets band together like ?? does. #CoronaVirusCanada #coronavirus,totally giving love operator nurse doctor b grocery store retail worker c people leadership position making decision well guy amazing job let band together like,2,160
"Lots of empty shelves at grocery store - but pleased to report that despite obvious tension, most shoppers being really polite &amp; civil! #humansFTW #Covid_19 #begoodtoeachother https://t.co/MTdBw04OOO",lot empty shelf grocery store pleased report despite obvious tension shopper really polite amp civil,2,100
"If you're selling stolen toilet paper at marked up prices would that be considered a black market? Or would it be more of a... brown market?

I'll be here all day folks. No, seriously. We aren't allowed to leave our homes any more. #Covid_19",selling stolen toilet paper marked price would considered black market would brown market day folk seriously allowed leave home,0,127
@marcushjohnson You mean the same college kids who canÂt afford to stock up on food or get tested for COVID-19 because of crippling student loan debts and a broken healthcare system? Yeah canÂt wrap my head around why theyÂd be extra motivated to suppo,marcushjohnson mean college kid afford stock food get tested covid crippling student loan debt broken healthcare system yeah wrap head around extra motivated suppo,2,163
"Scenes from my local supermarket. Safe to say #coronapocalypse fever has reached Israel.

Luckily I'm already stocked up. The friend who sent this to me unfortunately wasn't as lucky.

#Covid_19 https://t.co/y7CgIO6JXB",scene local supermarket safe say fever reached israel luckily already stocked friend sent unfortunately lucky,2,109
"Plus itÂs true to say that this #Covid_19 announcement by the ministry has created major panic. Supermarkets are full full, people are stocking up on food and other necessities.",plus true say announcement ministry created major panic supermarket full full people stocking food necessity,2,108
The one annoying thing for me about #Covid_19 is if there is a mandatory lockdown of the USA or closure of NYS. I'll still have to work because I work at a grocery store which is an essential need for people. Even though we'll be out of almost everything &amp; get no shipments in.,one annoying thing mandatory lockdown usa closure ny still work work grocery store essential need people even though almost everything amp get shipment,0,151
Be kind to employees at the grocery store by thanking them for working tirelessly at the registers and restocking inventory in the aisles. It makes a big difference in their day when they feel appreciated.?? #Covid_19,kind employee grocery store thanking working tirelessly register restocking inventory aisle make big difference day feel appreciated,2,132
Should out to all the grocery store employees who stayed friendly and calm while the crowds surged around them today. #Covid_19,grocery store employee stayed friendly calm crowd surged around today,2,69
"Just going through the cash at a grocery store. Asked the sweet kid on the till if his boss asked him to pick up extra shifts, come in early, etc. 

He looked at me earnestly &amp; said, ÂWhy are there so many people here? Why is everyone buying so much? WhatÂs going on?Â #Covid_19",going cash grocery store asked sweet kid till bos asked pick extra shift come early etc looked earnestly amp said many people everyone buying much going,2,152
"Pls stock up on your pet's food in case you shouldn't go out or can't because you are sick. Don't hoard but buy enough.

#coronavirus",pls stock pet food case go sick hoard buy enough,0,48
"While some people is worried about not being able to try his new skiing gear due to the lockdown, I am worried about my food supply in an empty supermarket. Cake Researcher limited edition toilet paper candies to memorize 2020. #toiletpapercrisis #Covid_19 https://t.co/84cHV5gTXb",people worried not able try new skiing gear due lockdown worried food supply empty supermarket cake researcher limited edition toilet paper candy memorize,0,154
Target toilet paper aisle this afternoon.   Same at Menards. Grocery store also. This is going to turn into a shitty situation. #Covid_19 https://t.co/8wowRUYDlS,target toilet paper aisle afternoon menards grocery store also going turn shitty situation,0,90
Assholes buying up toilet paper like it's essential. Stock up on food and use a fucking towel or shower head like a real man. #coronavirus,asshole buying toilet paper like essential stock food use fucking towel shower head like real man,2,97
Will you drive 2 hrs away for a full grocery store?? #Covid_19  ?,drive hr away full grocery store,1,32
Current state of my local grocery store. This is unreal. #covid19Canada #Covid_19 #panicbuying https://t.co/FSEQKLNArJ,current state local grocery store unreal canada,1,47
I just rang @age_uk to ask would they be taking food donations?  Thinking they may deliver to the elderly... Their answer was that they do a shopping service but the elderly have to register online! Wtf? She also said I will have to email. Was not interested in any help #Covid_19,rang age uk ask would taking food donation thinking may deliver elderly answer shopping service elderly register online wtf also said email not interested help,0,159
"I don't understand the hysteria at the supermarket, but even less the queues at the tobacconists #Covid_19",understand hysteria supermarket even le queue tobacconist,0,57
More Grocery Store Adventures: This is (or was) the household cleaner section. Completely gone. #coronapocalypse #coronavirus #CoronavirusOutbreak #panicbuying https://t.co/EN2qoWlyQO,grocery store adventure household cleaner section completely gone,2,65
More grocery store adventures: this was the Meat section at Frys. People bought ALL hamburger meat and cheap steak. Lmao. #coronavirus #Covid_19 https://t.co/LIXIKjMPSt,grocery store adventure meat section fry people bought hamburger meat cheap steak lmao,2,86
More grocery store adventures: almost ALL of the pasta was gone. Had to buy fettuccine instead of spaghetti. The horror! #coronavirus #Covid_19 https://t.co/nKV5v7QMza,grocery store adventure almost pasta gone buy fettuccine instead spaghetti horror,0,81
"Did anyone hear in the budget a pledge to help people on food banks? who are now facing no food as a result of panic buying that is 1,6 million people facing severe hardships in the coming months #BorisOut #UK #Covid_19 #SirPatrickVallance",anyone hear budget pledge help people food bank facing food result panic buying million people facing severe hardship coming month,0,130
If I sneeze ? in a grocery store and you stare me down... but YOU just spritzed a quart of Chanel No. 5 thatÂs a you problem! #Covid_19 https://t.co/uMchUANcNl,sneeze grocery store stare spritzed quart chanel problem,0,56
"This is huge news! #Us #business can expand into new industries and manufacture technology in the states to avoid economic paralysis 

#Covid_19 proves we must rethink our strictly consumer role as a nation

Election year means ideas. 
https://t.co/hrncxajFRw",huge news expand new industry manufacture technology state avoid economic paralysis prof must rethink strictly consumer role nation election year mean idea,2,155
New sport for @espn to cover while #Covid_19 #corona wreaks havoc . . . toilet paper scramble at your local grocery store.  Good luck out there.  Be safe.  Be kind.,new sport espn cover wreaks havoc toilet paper scramble local grocery store good luck safe kind,2,95
"This is my local supermarket, no more bread, milk, toilet paper or pasta available. 

The coming weeks should be fun.. 

#Covid_19 #Amsterdam https://t.co/rTBdtX9Zd0",local supermarket bread milk toilet paper pasta available coming week fun,2,73
"Big thanks to all the retail, supermarket workers &amp; nurses out there. This is mental and the subsequent panic buying and rise in cases shows just how important they are #Covid_19",big thanks retail supermarket worker amp nurse mental subsequent panic buying rise case show important,2,102
Is this what panic looks like? This is the wet-wipe and disinfectant section of my grocery store. #Ottawa #Covid_19 https://t.co/c8C1cYdv0k,panic look like wet wipe disinfectant section grocery store,0,59
"?Rustans Supermarket Paseo Center's Alcohol and Tissue Section. 

#Covid_19 https://t.co/uGAj0xBHgz",rustans supermarket paseo center alcohol tissue section,1,55
"Y'all are in full panic mode stocking up on food &amp; toilet paper and trying to flee infected areas over a virus but at the same time complain about folks fleeing to safety into your counttry from war and famine stricken countries

You are never allowed to complain again. #Covid_19",full panic mode stocking food amp toilet paper trying flee infected area virus time complain folk fleeing safety counttry war famine stricken country never allowed complain,0,172
"Are you a potential #Covid_19 #coronavirus test ÂconsumerÂ? Well, you are in luck! The administration is working with Google and 1700 engineers for you to be tested based on this new workflow. https://t.co/GWVIanSfYe",potential test consumer well luck administration working google engineer tested based new workflow,2,98
"#Covid_19 or not, gas prices look like theyÂre straight from an early 90s country music video right now.  I could drive to the moon.",not gas price look like straight early country music video right could drive moon,2,81
Went to the grocery store today.   Please someone explain the toilet paper bullshit.    What part of wash your hands and avoid crowds do you not understand.   #CoronavirusPandemic #Covid_19 https://t.co/ofh8n5RMNd,went grocery store today please someone explain toilet paper bullshit part wash hand avoid crowd not understand,0,111
"If you have extra unopened #handsanitizer &amp; want it to be used well, please send it to @NYC_Relief! We also need $ to help us keep up with the increased demand of food for our homeless friends! #homelessness #Covid_19 #CoronaOutbreak #CoronavirusPandemic https://t.co/Jjk5y2BwL7",extra unopened amp want used well please send nyc relief also need help u keep increased demand food homeless friend,2,116
